LICENSE NUMBER,STATUS,LICENSE TYPE, ORIG. ISS. DATE, EXPIR DATE, PRIMARY OWNER, PREMISES ADDR, PREMISES CSZ,BUSNESS NAME, MAILING ADDRESS, MAILING CSZ, CENSUS TRACT, GEO CODE
486777,ACTIVE,51,4/20/10,3/31/17,EVA AIRWAYS CORPORATION,"SF INT'L AIRPORT, INTERNATIONAL TERMINAL, BOARDING AREA G, LEVEL 3, ROOM I.3.093","SAN FRANCISCO, CA  94128",EVERGREEN LOUNGE,"PO BOX 250369, SAN FRANCISCO INTERNATIONAL AIRPORT","SAN FRANCISCO, CA  94125",6043,3800
507160,ACTIVE,41,2/25/11,1/31/17,BJ ANNEX LLC,"SF INT'L AIRPORT, TERMINAL 2, BOARDING AREA D, SPACE NO D.2.345","SAN FRANCISCO, CA  94128",BURGER JOINT,807 VALENCIA ST,"SAN FRANCISCO, CA  94110-1736",6043,3800
502064,ACTIVE,41,4/4/11,2/28/17,SANKAKU INC,"SF INT'L AIRPORT, TERMINAL 2, BOARDING AREA D, SPACE NO D.2.375","SAN FRANCISCO, CA  94128-3161",WAKABA SUSHI & NOODLE,36 WILLOW LANE,"SAUSALITO, CA  94965-1532",6034,3800
562910,ACTIVE,41,12/8/15,11/30/17,EMPORIO RULLI SFIA DOMESTIC INC,"SF INT'L AIRPORT, TERMINAL 3 BOARDING AREA F","SPACE F.2.005A, SAN FRANCISCO, CA  94128",EMPORIO RULLI SFIA DOMESTIC INC,464 MAGNOLIA AVE,"LARKSPUR, CA  94939-2057",6043,4100
566475,ACTIVE,41,4/7/16,3/31/17,BAYPORT CONCESSIONS LLC,"SF INT'L AIRPORT,, TERMINAL 3, BOARDING AREA F,","SPACE NO. F.2.005B,, SAN FRANCISCO, CA  94128",KOI PALACE EXPRESS,"533 AIRPORT BLVD, STE 550","BURLINGAME, CA  94010",6043,4100
524718,ACTIVE,86,3/20/13,6/30/17,DFS LIQUOR RETAILING LIMITED,"SF INTERNATIONAL AIRPORT, INT'L TERMINAL A, LEVEL 3","ROOM A.3.004, SAN FRANCISCO, CA  94128",DFS DUTY FREE,"1580 FRANCISCO ST, STE A","TORRANCE, CA  90501",6043,4100
572929,ACTIVE,41,12/13/16,11/30/17,"SF FOODWAYS, LLC","SFIA INTERNATIONAL TERMINAL, BOARDING AREA G, SPACE 1.3.059/59A","SAN FRANCISCO, CA  94128",POTRERO GRILL,"533 AIRPORT BLVD, STE 523","BURLINGAME, CA  94010",6043,4100
524964,REVPEN,47,10/30/12,9/30/16,"LEGENDS BAR OF SAN FRANCISCO, LLC","SF INTL AIRPORT, DOM TERM 1 BOARD AREA B SP B.2.046","SAN FRANCISCO, CA  94128","LEGENDS BAR OF SAN FRANCISCO, LLC",2169 HARBOR BAY PKWY,"ALAMEDA, CA  94502",6043,4400
421358,ACTIVE,41,3/14/05,2/28/17,LORIS DINER INTERNATIONAL INC,"SF INTL AIRPORT, DOM TERMINAL 3 BOARD AREA F","SAN FRANCISCO, CA  94128",LORIS DINER,439 POWELL ST,"SAN FRANCISCO, CA  94102-1503",,3800
424135,ACTIVE,41,5/24/05,4/30/17,MEYERS HOLDINGS LLC,"SF INTL AIRPORT, DOM TERMINAL 3 BOARD AREA F","SAN FRANCISCO, CA  94128",FIREWOOD CAFE,123 SECOND ST,"SAUSALITO, CA  94965-2526",,3800
420366,ACTIVE,47,12/21/04,11/30/17,D LEW ENTERPRISES LLC,"SF INTL AIRPORT, DOM TERMINAL 3 BOARD AREA F SPACE T3.2.053","SAN FRANCISCO, CA  94128",YANKEE PIER,PO BOX 1539,"SAN MATEO, CA  94401",6043,4100
421080,ACTIVE,41,3/14/05,2/28/17,ANDALE AIRPORTS,"SF INTL AIRPORT, DOM TERMINAL 3 BOARD AREA F SPACE T3.2.053","SAN FRANCISCO, CA  94128",ANDALE MEXICAN RESTAURANT,PO BOX 251595,"SAN FRANCISCO, CA  94125-1595",6043,4100
366953,ACTIVE,47,11/30/00,10/31/17,ANDALE SFO,"SF INTL AIRPORT, INTL TERM BOARDING AREA A, 3RD FL, A.3.030A-K","SAN FRANCISCO, CA  94128",ANDALE MEXICAN RESTAURANT AND BAR,PO BOX 251595,"SAN FRANCISCO, CA  94125-1595",6043,4100
267588,ACTIVE,51,2/20/92,8/31/17,UNITED AIRLINES INC,"SF INTL AIRPORT, INTL TERM, RM I.4.008A-U","SAN FRANCISCO, CA  94128",RED CARPET CLUB,"233 S. WACKER DRIVE, HDQCT","CHICAGO, IL  60606",6018,4100
366859,ACTIVE,41,11/15/00,10/31/17,BURGER JOINT INC,"SF INTL AIRPORT, NEW INTL TERM SPACE NO CS 30D","SAN FRANCISCO, CA  94128",BURGER JOINT INC,807 VALENCIA ST,"SAN FRANCISCO, CA  94110-1736",6043,4100
365476,ACTIVE,41,11/30/00,10/31/17,DELI UP ENTERPRISES LLC,"SF INTL AIRPORT, NEW INTL TERM SPACE NO GS 80","SAN FRANCISCO, CA  94128",DELI UP CAFE,598 BADEN AVE,"SOUTH SAN FRANCISCO, CA  94080",6043,4100
366060,ACTIVE,47,11/30/00,2/28/17,D LEW ENTERPRISES LLC,"SF INTL AIRPORT, NEW INTL TERMINAL GS SPACE G3.008","SAN FRANCISCO, CA  94128",IL FORNAIO CAFFE DEL MONDO,PO BOX 1539,"SAN MATEO, CA  94401",6043,4100
524350,ACTIVE,42,3/25/13,2/28/17,SF UNCORK'D. LLC,"SF INTL AIRPORT, TERM 3 PIER F 2ND FL F 2 055B","SAN FRANCISCO, CA  94128",SF UNCORK'D,1977 OFARRELL ST,"SAN MATEO, CA  94403-1392",6043,4100
518930,ACTIVE,47,3/27/12,2/28/17,SISTINA INC,"SF INTL AIRPORT, TERMINAL 1, BOARDING AREA B, SPACE NO T1.2.059A","SAN FRANCISCO, CA  94128",PIQ 2 SFO,"1325 COLUMBUS AVE , 2ND FLR ","C/O  ORLANDO ANTONINI CPA LLP, SAN FRANCISCO, CA  94133-1303",6043,3800
508304,ACTIVE,41,4/8/11,3/31/17,ANDALE MANAGEMENT GROUP INC,"SF INTL AIRPORT, TERMINAL 2 BOARDING AREA D SPACE D.2.337","SAN FRANCISCO, CA  94128",ANDALE MEXICAN RESTAURANT,"1 AIRPORT DR, BOX 8","OAKLAND, CA  94621-1430",6043,4100
416040,ACTIVE,47,9/20/04,8/31/17,EMPORIO RULLI SFIA DOMESTIC INC,"SF INTL AIRPORT, TERMINAL 3, BOARDING AREA F, SPACE NO BF 2 109","SAN FRANCISCO, CA  94128",EMPORIO RULLI GRAN CAFFE,464 MAGNOLIA AVE,"LARKSPUR, CA  94939-2057",6043,3800
419500,ACTIVE,47,3/2/05,2/28/17,AMICI FOODS LLC,"SF INTL AIRPORT, TERMINAL 3, BOARDING AREA F, SPACE NO. F.2.058","SAN FRANCISCO, CA  94128",BUENA VISTA CAFE,"6905 ROCKLEDGE DR, # MS 7-1 ATTN LEGAL DEPT","BETHESDA, MD  20817-1828",6043,4100
419299,ACTIVE,47,3/3/05,12/31/16,AMICI FOODS LLC,"SF INTL AIRPORT, TERMINAL 3, BOARDING AREA F, SPACE NO. T3.2.068","SAN FRANCISCO, CA  94128",GORDON BIERSCH,"6905 ROCKLEDGE DR, # MS 7-1 ATTN LEGAL DEPT","BETHESDA, MD  20817-1828",6043,4100
421131,ACTIVE,41,3/14/05,2/28/17,SANKAKU INC,"SF INTL AIRPORT, TERMINAL 3,, BOARDING AREA E, SP T3.2.162","SAN FRANCISCO, CA  94128",SANKAKU SUSHI & NOODLE,36 WILLOW LANE,"SAUSALITO, CA  94965-1532",6043,3800
186938,ACTIVE,41,5/23/86,8/31/17,"SIRIYARN, CHAIWATT",2225 IRVING ST,"SAN FRANCISCO, CA  94122",MARINE THAI RESTAURANT,,,326.01,3800
231623,ACTIVE,41,5/2/89,3/31/17,"LOI, CHAN TU",2228 IRVING ST,"SAN FRANCISCO, CA  94122",,,,326.01,3800
244747,ACTIVE,41,3/21/90,7/31/17,"PAK, SOK JAE",2126 IRVING ST,"SAN FRANCISCO, CA  94122",MICADO JAPANESE RESTAURANT,,,326.01,3800
254253,ACTIVE,41,2/4/91,3/31/17,"ESMAILTALAI, SAEED",511 IRVING ST,"SAN FRANCISCO, CA  94122",LAVISH,,,301.01,3800
324530,ACTIVE,47,2/19/97,1/31/17,KNB RESTAURANTS INC,627 IRVING ST,"SAN FRANCISCO, CA  94122",PLUTOS,2114 LOMBARD ST,"SAN FRANCISCO, CA  94123",302.02,3800
352152,ACTIVE,41,4/26/99,3/31/17,YUMMY YUMMY VIETNAMESE RESTAURANT INC,1015 IRVING ST,"SAN FRANCISCO, CA  94122",YUMMY YUMMY VIETNAMESE RESTAURANT,,,302.02,3800
354599,ACTIVE,41,12/9/99,11/30/17,"AWADALLA, MOHAMAD ABDALLAH",1825 IRVING ST,"SAN FRANCISCO, CA  94122",IRVING PIZZA,"2269 CHESTNUT ST, STE 163","SAN FRANCISCO, CA  94123",326.01,3800
358773,ACTIVE,41,10/19/99,9/30/17,"SANG, WILLIAM",2026 IRVING ST,"SAN FRANCISCO, CA  94122",SHANGRILA VEGETARIAN RESTAURANT,,,326.01,3800
380853,ACTIVE,41,10/30/01,2/28/17,"GHADJAR, MASSOUD",654 IRVING ST,"SAN FRANCISCO, CA  94122",RAINTREE CAFE,,,302.02,3800
386935,ACTIVE,48,5/1/02,4/30/17,603 IRVING LLC,603 IRVING ST,"SAN FRANCISCO, CA  94122",FIRESIDE,,,302.02,3800
40957,ACTIVE,41,1/1/94,7/31/17,"USSORIO, PASQUALE",700 IRVING ST,"SAN FRANCISCO, CA  94122",PASQUALE PIZZERIA,,,302.02,3800
430213,ACTIVE,41,10/11/05,9/30/17,"JUAREZCORREA, VICTOR HUGO",712 IRVING ST,"SAN FRANCISCO, CA  94122",LA FONDA,,,302.02,3800
435390,ACTIVE,41,2/27/06,1/31/17,"SRIPRASOM, ISSARA",2123 IRVING ST,"SAN FRANCISCO, CA  94122-1609",CHABAA THAI CUISINE,,,326.01,3800
438605,ACTIVE,47,6/26/06,5/31/17,DYNAMIC HOLDING COMPANY LLC,1824 IRVING ST,"SAN FRANCISCO, CA  94122",UNDERDOGS SPORTS BAR AND GRILL,,,326.01,3800
441992,ACTIVE,41,8/7/06,7/31/17,"MIYAUCHI, HANAYO",841 IRVING ST,"SAN FRANCISCO, CA  94122",SUSHI KAZU CORPORATION,,,302.02,3800
453240,ACTIVE,41,7/27/07,6/30/17,KITCHEN KURA,1525 IRVING ST,"SAN FRANCISCO, CA  94122-1908",KITCHEN KURA,,,302.01,3800
469174,ACTIVE,41,1/21/09,12/31/17,PHU QUOC INC,1816 IRVING ST,"SAN FRANCISCO, CA  94122-1818",PPQ BEEF NOODLE HOUSE,,,326.01,3800
483802,ACTIVE,42,6/22/10,5/31/17,SIMPLICITY LLC,545 IRVING ST,"SAN FRANCISCO, CA  94122-2513",INNERFOG,,,301.01,3800
483922,ACTIVE,41,1/20/10,12/31/17,"ARIYAPISANSOOK, RATCHANEE",534 IRVING ST,"SAN FRANCISCO, CA  94122-2514",BAAN THAI,,,301.01,3800
484327,ACTIVE,41,2/23/10,1/31/17,"KO, OK J",535 IRVING ST,"SAN FRANCISCO, CA  94122-2513",HAHNS HIBACHI 6,,,301.01,3800
489481,ACTIVE,41,1/6/11,12/31/17,FIG LEAF THE,624 IRVING ST,"SAN FRANCISCO, CA  94122-2402",CREPEVINE THE,,,302.02,3800
500617,ACTIVE,41,2/2/11,1/31/17,CCJK CORP,2240 IRVING ST,"SAN FRANCISCO, CA  94122",SAWAII RAMEN,257 GRAND AVE,"SOUTH SAN FRANCISCO, CA  94080-3708",326.01,3800
501687,ACTIVE,48,6/22/11,5/31/17,NATIVE GROUP CORPORATION,834 IRVING ST,"SAN FRANCISCO, CA  94122-2311",BLACKTHORN TAVERN,,,302.02,3800
503712,ACTIVE,47,3/10/11,2/28/17,"MANNA, MISGHINA",907 IRVING ST,"SAN FRANCISCO, CA  94122",NEW ERITREA RESTAURANT & BAR,,,302.02,3800
505452,ACTIVE,47,12/28/10,11/30/17,FRESCA RESTAURANTS INC,737 IRVING ST,"SAN FRANCISCO, CA  94122-2409",FRESCA RESTAURANT,,,302.02,3800
508135,ACTIVE,41,7/13/11,6/30/17,"OSUKA, SUEMEE",1500 IRVING ST,"SAN FRANCISCO, CA  94122-1909",IZAKAYA SOZAI,1362 STEVENSON ST,"SAN FRANCISCO, CA  94103",302.01,3800
508528,ACTIVE,41,6/3/11,5/31/17,"YUN, MOON YOUNG",845 IRVING ST,"SAN FRANCISCO, CA  94122-2310",MANNA,,,302.02,3800
513875,ACTIVE,41,10/6/11,9/30/17,SAN TUNG RESTAURANT LLC,1031 IRVING ST,"SAN FRANCISCO, CA  94122-2215",SAN TUNG CHINESE RESTAURANT,,,302.02,3800
515237,ACTIVE,48,11/10/11,10/31/17,"YOUNG, JULIE HELENA",1914 IRVING ST,"SAN FRANCISCO, CA  94122-1714",SILVER SPUR,,,326.01,3800
516208,ACTIVE,86,4/24/12,8/31/17,RENWOOD ANDRONICO LENDING 1 LLC,1200 IRVING ST,"SAN FRANCISCO, CA  94122-2121",ANDRONICOS COMMUNITY MARKETS,"5801 CHRISTIE AVE, STE. 300","EMERYVILLE, CA  94608",302.01,3800
516208,ACTIVE,42,4/24/12,3/31/17,RENWOOD ANDRONICO LENDING 1 LLC,1200 IRVING ST,"SAN FRANCISCO, CA  94122-2121",ANDRONICOS COMMUNITY MARKETS,"5801 CHRISTIE AVE, STE. 300","EMERYVILLE, CA  94608",302.01,3800
525090,ACTIVE,48,9/9/13,8/31/17,DURTY NELLY'S LLC,2328 IRVING ST,"SAN FRANCISCO, CA  94122-1621",DURTY NELLYS IRISH PUB,,,326.01,3800
533823,ACTIVE,48,10/1/13,9/30/17,"MJ2A, INC.",1368 IRVING ST,"SAN FRANCISCO, CA  94122",CORNER SPOT THE,,,302.01,3800
534891,ACTIVE,41,8/20/14,7/31/17,"CHANG, HENRY",836 IRVING ST,"SAN FRANCISCO, CA  94122-2311",PERILLA,,,302.02,3800
538729,ACTIVE,41,1/16/14,12/31/17,SAN TUNG CHINESE RESTAURANT #2 LLC,1033 IRVING ST,"SAN FRANCISCO, CA  94122-2215",SAN TUNG #2,,,302.02,3800
542524,ACTIVE,42,8/28/14,3/31/17,WINE MEATS CHEESE LLC,403 IRVING ST,"SAN FRANCISCO, CA  94122-2511",SHIN DIG,,,301.01,3800
543566,ACTIVE,41,5/14/14,1/31/17,CHANG SHENG INC.,1030 IRVING ST,"SAN FRANCISCO, CA  94122-2216",CHANGS KITCHEN,,,302.02,3800
544135,ACTIVE,41,7/10/14,6/30/17,"PATXI'S OPCO, LLC",822 IRVING ST,"SAN FRANCISCO, CA  94122-2311",PATXI'S CHICAGO PIZZA #6,"30 LIBERTY SHIP WAY, STE 3110","SAUSALITO, CA  94965",302.02,3800
54605,ACTIVE,41,8/1/77,5/31/17,"NASER, JULIET A",501-03 IRVING ST,"SAN FRANCISCO, CA  94122",YELLOW SUBMARINE THE,1438 21ST AVE,"SAN FRANCISCO, CA  94122",301.01,3800
547474,ACTIVE,41,9/12/14,8/31/17,HELSA LLC,731-33 IRVING ST,"SAN FRANCISCO, CA  94122-2409",LALE,,,302.02,3800
548337,ACTIVE,41,10/8/14,9/30/17,"BO BO GO, LLC",2191 IRVING ST,"SAN FRANCISCO, CA  94122-1609",GUANGDONG BBQ TEA HOUSE,"405 VICTORY AVE, UNIT D","SOUTH SAN FRANCISCO, CA  94080-6317",326.01,3800
548855,ACTIVE,41,2/10/15,1/31/17,UNDERDOG ORGANIC LLC,1634 IRVING ST,"SAN FRANCISCO, CA  94122-1814",UNDERDOG,,,302.01,3800
556908,ACTIVE,41,8/31/15,7/31/17,LYCHEE CAF_ LLC,2333 IRVING ST,"SAN FRANCISCO, CA  94122-1620",,,,326.01,3800
557989,ACTIVE,41,8/7/15,7/31/17,"KANG, KYONG HWA",408 IRVING ST,"SAN FRANCISCO, CA  94122-2512",KOO,,,301.01,3800
562784,ACTIVE,41,12/1/15,11/30/17,KING OF NOODLES INC.,1639 IRVING ST,"SAN FRANCISCO, CA  94122-1813",KING OF NOODLES,,,302.01,3800
570815,ACTIVE,48,6/30/16,6/30/17,"VALBONESI, MARIA GIOVANNA",736 IRVING ST,"SAN FRANCISCO, CA  94122-2410",YANCYS SALOON,734-736 IRVING ST,"SAN FRANCISCO, CA  94122",302.02,3800
571388,ACTIVE,41,9/1/16,8/31/17,WILD SUSHI INC.,1524 IRVING ST,"SAN FRANCISCO, CA  94122-1909",WILD SUSHI INC,,,302.01,3800
572229,ACTIVE,41,9/30/16,8/31/17,K & K INVESTMENT INC.,1936 IRVING ST,"SAN FRANCISCO, CA  94122-1714",,1917 IRVING ST,"SAN FRANCISCO, CA  94122",326.01,3800
523769,ACTIVE,42,5/29/13,4/30/17,7682 LLC,313 IVY ST.,"SAN FRANCISCO, CA  94102-4310",FIG & THISTLE,,,162,3800
177300,ACTIVE,41,10/9/85,10/31/17,"HO, WAI GEE",1400 JACKSON ST,"SAN FRANCISCO, CA  94109",SUN KWONG RESTAURANT,,,110,3800
339768,ACTIVE,47,2/2/99,1/31/17,KOKKARI LTD,200 JACKSON ST,"SAN FRANCISCO, CA  94111",KOKKARI,,,105,3800
471425,ACTIVE,47,3/4/09,2/28/17,SCOTT ALLEY ASSOCIATES LLC,244 JACKSON ST,"SAN FRANCISCO, CA  94111-1826",5A5 STEAK LOUNGE,,,105,3800
196439,ACTIVE,41,1/2/87,9/30/17,L F L INC,649 JACKSON ST,"SAN FRANCISCO, CA  94133",GREAT EASTERN RESTAURANT,,,611,3800
226228,ACTIVE,41,1/30/89,8/31/17,"CHOU, CHUN C",606 JACKSON ST,"SAN FRANCISCO, CA  94133",,,,611,3800
329414,ACTIVE,47,8/1/97,7/31/17,KELLS OF SAN FRANCISCO INCORPORATED,534 JACKSON ST,"SAN FRANCISCO, CA  94133",KELLS,,,611,3800
384554,ACTIVE,41,4/12/02,3/31/17,"LEE, KWOK WOON",699 JACKSON ST,"SAN FRANCISCO, CA  94133",NEW WOEY LOY GOEY RESTAURANT,,,611,3800
399036,ACTIVE,41,6/9/03,8/31/17,YUANS LEGACY CORPORATION,622 JACKSON ST,"SAN FRANCISCO, CA  94133",HUNAN HOMES RESTAURANT,,,611,3800
478207,ACTIVE,41,7/7/09,6/30/17,CHINAMERICA RESTAURANT GROUP CORPORATION,640 JACKSON ST,"SAN FRANCISCO, CA  94133-5007",BUND SHANGHAI RESTAURANT,,,611,3800
505169,ACTIVE,48,12/8/10,7/31/17,"CHAN, JERRY",672 JACKSON ST,"SAN FRANCISCO, CA  94133-5008",REDS PLACE,,,611,3800
523887,ACTIVE,47,1/11/13,12/31/17,ROKA AKOR SAN FRANCISCO LLC,500 JACKSON ST,"SAN FRANCISCO, CA  94133-5105",ROKA AKOR,,,611,3800
538808,ACTIVE,41,12/9/13,11/30/17,Z & Y RESTAURANT,655 JACKSON ST,"SAN FRANCISCO, CA  94133-5009",Z & Y RESTAURANT,,,611,3800
542319,ACTIVE,41,7/8/14,6/30/17,HM & J INC.,615 JACKSON ST,"SAN FRANCISCO, CA  94133-5006",BEGONI BISTRO HM & J,288 HUMBOLDT RD,"BRISBANE, CA  94005-1305",611,3800
551041,ACTIVE,41,4/20/15,3/31/17,531 JACKSON ST LLC,531 JACKSON ST,"SAN FRANCISCO, CA  94133-5113",TRESTLE,"1770 POST ST, # 188","SAN FRANCISCO, CA  94115-3606",611,3800
553908,ACTIVE,41,3/27/15,2/28/17,"PENINSULA SEAFOOD RESTAURANT, INC.",641 JACKSON ST,"SAN FRANCISCO, CA  94133-5006",,,,611,3800
560002,ACTIVE,41,11/17/15,10/31/17,"PROOST, LLC",1098 JACKSON ST,"SAN FRANCISCO, CA  94133-4711",,,,108,3800
315322,ACTIVE,47,4/12/96,3/31/17,SFO FORECAST INC THE,400 JEFFERSON ST,"SAN FRANCISCO, CA  94109",ITALIAN MARKETPLACE,496 JEFFERSON ST,"SAN FRANCISCO, CA  94109",102,3800
475619,ACTIVE,47,1/26/10,12/31/17,MAMA FRANCHESCHIS L-PSHIP,498 JEFFERSON ST,"SAN FRANCISCO, CA  94109-1315",CAPURROS,,,102,3800
338669,ACTIVE,47,2/18/98,7/31/17,D & G COMPANY LLC,300 JEFFERSON ST,"SAN FRANCISCO, CA  94133",LOUS FISH SHACK,123 2ND ST,"SAUSALITO, CA  94965-2526",101,3800
375309,ACTIVE,47,5/23/01,4/30/17,CRAB ADDISON INC,245 JEFFERSON ST,"SAN FRANCISCO, CA  94133",JOES CRAB SHACK,"10555 RICHMOND AVE, ATTN:  M. REILLY","HOUSTON, TX  77042-5021",101,3800
412645,ACTIVE,47,2/17/05,12/31/17,ANDRE BOUDIN BAKERIES INC,156-160 JEFFERSON ST,"SAN FRANCISCO, CA  94133",BISTRO BOUDIN,"50 FRANCISCO ST, STE. 200","SAN FRANCISCO, CA  94133",101,3800
49783,ACTIVE,47,3/6/47,3/31/17,TARANTINOS INC,206 JEFFERSON ST,"SAN FRANCISCO, CA  94133",TARANTINOS INC,,,101,3800
523253,ACTIVE,48,1/30/13,12/31/16,"GDL SFO, INC.",165 JEFFERSON ST,"SAN FRANCISCO, CA  94133-1234",GOLD DUST AT THE WHARF,,,101,3800
556815,ACTIVE,47,7/23/15,6/30/17,"340 JEFFERSON, LLC",340 JEFFERSON ST,"SAN FRANCISCO, CA  94133-1108",POMPEI'S GROTTO,340 JEFFERSON ST,"SAN FRANCISCO, CA  94133-1108",101,3800
5649,ACTIVE,47,12/8/71,9/30/17,CASTAGNOLA INC OF SAN FRANCISCO,286 JEFFERSON ST,"SAN FRANCISCO, CA  94133",LOLLIS CASTAGNOLA,,,101,3800
506792,ACTIVE,41,9/12/11,8/31/17,CHIPOTLE MEXICAN GRILL INC,"333 JEFFERSON ST, STE 104","SAN FRANCISCO, CA  94133",CHIPOTLE MEXICAN GRILL INC,"1401 WYNKOOP STREET, STE 500","DENVER, CO  80202-1729",101,3800
376504,ACTIVE,47,10/15/01,5/31/17,RAINFOREST CAFE INC,"145 JEFFERSON ST, STE 400","SAN FRANCISCO, CA  94133",RAINFOREST CAFE,1510 WEST LOOP S ATTN LICENSING DEPT,"HOUSTON, TX  77027-9505",101,3800
519273,ACTIVE,47,9/19/12,8/31/17,J & V CATERING INC,2020 JERROLD AVE,"SAN FRANCISCO, CA  94124-1605",J & V CATERING INC,2634 SPRING ST,"REDWOOD CITY, CA  94063",9809,3800
529118,ACTIVE,41,6/17/13,5/31/17,"HOUK, KRISTIN ANNE ",1605 JERROLD AVE,"SAN FRANCISCO, CA  94124-2134",ALL GOOD PIZZA,1408 HUDSON AVE,"SAN FRANCISCO, CA  94124",612,3800
396909,ACTIVE,48,3/21/03,2/28/17,NIGHTGALLERIE LLC,442 JESSIE ST,"SAN FRANCISCO, CA  94103",MEZZANINE,"2 MINT PLZ, STE 705","SAN FRANCISCO, CA  94109",176.01,3800
527774,ACTIVE,41,6/17/13,5/31/17,NEWTREE AMERICA INC,16 JESSIE ST,"SAN FRANCISCO, CA  94105-2782",NEWTREE AMERICA,PO BOX 800,"SAN ANSELMO, CA  94979",615,3800
463079,ACTIVE,48,5/4/10,3/31/17,FUTURE BARS INC,501-503-505 JONES ST,"SAN FRANCISCO, CA  94102-2007",BOURBON AND BRANCH,"244 KEARNY ST, 7TH FL","SAN FRANCISCO, CA  94108",123.02,3800
483670,ACTIVE,47,11/3/11,10/31/17,METROPOL ENTERTAINMENT CORP,620 JONES ST,"SAN FRANCISCO, CA  94102-1643",JONES,"620 JONES ST, # 1300","SAN FRANCISCO, CA  94102",123.02,3800
540689,ACTIVE,48,2/14/14,1/31/17,"DESTINATION BARS, INC.",441 JONES ST,"SAN FRANCISCO, CA  94102-2014",CLUB 441,"244 KEARNY ST, 7TH FL","SAN FRANCISCO, CA  94108",123.01,3800
540805,ACTIVE,41,7/14/14,6/30/17,RED CHILLI LLC,522 JONES ST,"SAN FRANCISCO, CA  94102-2008",RED CHILLI LLC,,,123.02,3800
552604,ACTIVE,41,4/6/15,3/31/17,"KYU3, LLC",337 JONES ST,"SAN FRANCISCO, CA  94102-2604",KYU3,,,125.02,3800
408667,ACTIVE,41,8/19/04,7/31/17,GROUPO RISTORANTE ITALIANO LLC,1701 JONES ST,"SAN FRANCISCO, CA  94109",ALLEGRO ROMANO,,,108,3800
513273,ACTIVE,41,11/3/11,10/31/17,OGURI INC,1250 JONES ST,"SAN FRANCISCO, CA  94109-4261",KEIKO A NOB HILL,1250 JONES ST,"SAN FRANCISCO, CA  94109-4261",112,3800
523877,ACTIVE,70,8/28/12,7/31/17,BHR OPERATIONS LLC,2700 JONES ST,"SAN FRANCISCO, CA  94133-1308",HOLIDAY INN SAN FRANCISCO FISHERMANS WHARF,"545 E JOHN CARPENTER FWY, STE 1300","IRVING, TX  75062-8124",101,3800
528222,ACTIVE,47,5/21/13,4/30/17,FH SFW LLC,2620 JONES ST,"SAN FRANCISCO, CA  94133-1306",PIER 2620 HOTEL FISHERMAN'S WHARF,"4 EMBARCADERO CTR, STE 710","C/O FILLMORE CAPITAL PARTNERS, SAN FRANCISCO, CA  94111-4172",101,3800
535065,ACTIVE,41,10/14/13,9/30/17,CARMEL PIZZA LLC,2826 JONES ST,"SAN FRANCISCO, CA  94133-1110",CARMEL PIZZA COMPANY,,,101,3800
334201,ACTIVE,41,9/17/97,8/31/17,"BACHMANN, ROLF CLAUDE",92 JUDAH ST,"SAN FRANCISCO, CA  94122",POMELO,860 BRUSSELS ST,"SAN FRANCISCO, CA  94134",301.01,3800
378559,ACTIVE,48,7/18/01,12/31/17,"STRICKLER, DANIEL CANCIE",4207 JUDAH ST,"SAN FRANCISCO, CA  94122",PITTSBURGHS PUB,,,352.02,3800
384959,ACTIVE,41,4/25/02,3/31/17,"ZIELINSKI, JOSEPH BRIAN",3940 JUDAH ST,"SAN FRANCISCO, CA  94122",SEA BREEZE CAFE,,,352.02,3800
386872,ACTIVE,41,4/4/02,7/31/17,"MIURA, IKUKO",94-96 JUDAH ST,"SAN FRANCISCO, CA  94122",YOU SEE SUSHI,1895 15TH AVE,"SAN FRANCISCO, CA  94122",301.01,3800
435903,ACTIVE,41,4/14/06,3/31/17,PISCES CALIFORNIA CUISINE CORPORATION,3414 JUDAH ST,"SAN FRANCISCO, CA  94122",PISCES CALIFORNIA CUISINE,,,351,3800
502555,ACTIVE,41,12/9/10,11/30/17,"SAHESALAEH, HILDA",4041 JUDAH ST,"SAN FRANCISCO, CA  94122",THAI COTTAGE RESTAURANT,,,352.02,3800
508748,ACTIVE,41,7/28/11,6/30/17,JAVA BEACHSIDE INC,4300 JUDAH ST,"SAN FRANCISCO, CA  94122-1029",BEACHSIDE,,,352.02,3800
530342,ACTIVE,47,11/8/13,2/28/17,"OUTERLANDS, INC.",4001-4005 JUDAH ST,"SAN FRANCISCO, CA  94122-1122",OUTERLANDS,4001 JUDAH ST,"SAN FRANCISCO, CA  94122-1122",352.02,3800
545255,REVPEN,41,10/3/14,9/30/16,YIYANG INVESTMENT INC,2555 JUDAH ST,"SAN FRANCISCO, CA  94122-1437",TERRA COTTA WARRIOR,,,327,3800
547934,ACTIVE,41,11/24/14,10/31/17,"DELUCCA, JOHN JOSEPH",3420 JUDAH ST,"SAN FRANCISCO, CA  94122",,,,351,3800
548343,ACTIVE,41,11/25/14,10/31/17,"VITALITY-K, INC.",2241 JUDAH ST,"SAN FRANCISCO, CA  94122-1536",,,,326.02,3800
553194,ACTIVE,41,2/11/15,1/31/17,ORIGINAL TMJ CORP.,98 JUDAH ST,"SAN FRANCISCO, CA  94122-2520",TIKKA MASALA,,,301.01,3800
